0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,target
6,6,6,6,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,3,2,1,1,0,1,1,1,2,1,1,0,0,0,2,3,4,5,4,3,3,3,3,4,4,4,4,3,3,4,4,3,2,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,5,4,4,3,4,4,4,4,5,5,6,5,3,2,1,2,1,1,1,2,3,2,3,4,5,6,6,5,6,6,6,6,5,6,5,4,4,5,4,4,4,6,8,8,8,7,10,12,13,15,17,17,15,13,11,7,6,1,3,4,6,7,9,11,12,14,15,14,14,12,10,9,8,6,3,2,3,5,6,5,3,1,1,1
6,6,5,5,5,4,4,3,4,4,4,3,3,3,3,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,2,1,1,0,0,0,1,1,1,1,2,2,2,3,3,3,3,3,2,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,2,3,3,2,1,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,4,4,4,3,2,1,0,1,1,2,4,5,6,6,8,9,10,10,10,10,9,9,9,10,1
1,2,2,1,2,2,2,2,3,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,2,2,4,4,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,4,4,5,4,5,5,4,4,5,5,5,5,5,6,6,5,4,3,2,4,2,3,3,3,3,3,2,2,2,2,2,2,2,3,3,5,6,6,5,5,3,2,3,2,1,1,1,1,1,2,4,1
10,10,10,10,10,10,10,10,9,10,10,9,9,9,8,8,8,8,8,9,10,11,11,11,11,12,12,11,11,11,11,11,11,11,10,10,10,9,9,9,8,8,8,7,7,6,6,6,5,6,6,6,6,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,4,4,4,4,3,3,3,2,1,1,2,3,4,5,7,8,8,8,8,7,6,5,6,7,9,10,11,12,13,14,15,16,17,19,20,22,23,25,28,31,32,33,34,33,30,28,24,19,15,11,5,2,5,11,8,5,3,8,12,15,17,20,22,24,27,26,23,20,14,10,8,8,4,10,14,11,8,7,3,6,6,1
5,5,5,5,5,5,5,4,3,3,3,2,2,3,5,6,7,8,8,7,8,8,8,8,8,9,9,11,11,11,11,9,7,6,5,4,4,3,1,0,2,3,2,1,2,3,4,6,8,8,8,8,8,7,6,5,4,2,2,3,3,3,3,2,1,1,0,0,0,0,0,1,2,3,3,2,1,1,2,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,1,2,2,3,3,4,6,7,7,5,5,4,5,5,6,6,8,8,6,3,2,2,1,1,3,4,5,5,1
3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,3,3,3,3,2,2,1,0,0,0,0,1,2,2,2,3,3,3,3,3,4,4,4,4,3,4,4,4,4,5,5,5,5,5,6,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,6,6,7,7,8,9,8,7,5,4,4,4,5,5,6,5,6,6,5,5,4,3,3,3,2,4,5,5,4,3,4,7,10,12,13,15,15,16,18,19,21,23,25,27,28,28,27,26,26,26,26,26,25,24,23,21,21,19,18,17,15,13,11,8,6,5,6,7,8,9,8,8,8,8,7,6,6,5,5,6,6,1
1,1,1,2,2,2,1,1,0,0,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,1,2,2,2,3,3,3,4,4,4,5,5,6,6,7,7,6,5,4,4,3,3,3,2,2,2,2,3,4,4,5,5,6,6,5,5,4,4,3,2,2,3,5,8,10,11,12,12,12,12,12,12,11,10,8,7,6,5,5,7,8,8,9,8,7,5,4,4,4,4,4,4,5,5,5,3,2,2,2,2,1,0,0,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,3,3,3,1
6,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,6,7,7,6,5,5,4,4,4,4,4,5,4,4,3,2,1,0,1,3,4,4,5,4,3,2,2,2,2,4,6,7,7,6,6,6,6,7,6,5,4,3,3,3,2,2,2,3,4,4,5,5,5,5,5,4,4,3,4,5,6,8,10,13,15,16,16,16,15,14,13,12,12,12,12,12,11,10,10,9,7,5,4,2,3,5,7,4,0,2,4,6,7,8,9,9,9,8,8,8,8,7,7,6,4,2,1,2,0,1,3,5,8,10,13,16,17,1
3,4,3,3,3,2,1,1,2,2,3,2,2,1,1,1,0,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,3,3,2,2,2,3,4,5,5,6,8,10,11,13,12,11,10,6,5,0,4,7,5,2,2,0,2,5,6,7,6,5,3,2,1,1,1,1,2,4,4,5,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,2,2,1,1,1,1,1,2,2,3,3,3,5,5,3,1,0,0,0,0,1,3,3,3,3,4,2,1,1,1,1,1,1,2,3,1,1,2,4,6,7,8,8,10,10,12,13,13,12,9,7,4,0,2,4,2,2,2,4,1,2,1,1
3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,5,5,5,5,5,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,5,5,5,5,6,5,6,7,6,7,7,6,7,6,7,6,6,5,3,2,1,1,2,3,4,5,5,5,5,4,3,2,2,2,3,2,2,2,2,2,3,4,3,3,3,3,3,2,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,8,8,8,8,8,8,8,7,7,6,6,5,4,3,2,2,1,1,1,2,3,3,4,4,4,4,4,3,3,2,2,3,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1
4,4,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,5,6,8,9,11,11,12,12,12,11,10,10,9,8,8,7,6,5,4,4,3,2,2,2,2,3,3,3,4,4,4,4,4,5,4,4,4,3,3,2,2,1,1,0,1,1,1,2,2,3,3,3,2,2,1,2,3,3,2,2,1,1,2,2,2,1,1,2,3,3,4,4,4,3,3,3,3,3,3,2,2,3,2,3,3,3,2,1
2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,0,0,0,0,1,2,2,1,1,2,2,2,3,3,3,3,3,3,2,2,1,1,2,2,1,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,4,3,2,1,1,1,1,3,3,3,3,2,2,2,3,1,2,1,1,1,2,1,2,1,1,1,1,0,1,1,2,2,4,4,4,4,3,3,1,1,2,2,0,1,2,2,4,4,4,3,3,2,1,1,1,2,1,2,3,5,8,10,7,4,2,2,3,2,2,7,12,14,16,17,16,14,12,12,12,11,9,1
1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,2,1,1,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,2,3,3,3,3,3,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,3,3,3,3,2,2,2,2,2,1,2,2,2,1,0,0,0,0,0,1,1,1,1,1,1,0,4,6,7,8,8,7,8,7,1
8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,8,8,7,7,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,6,7,8,8,8,9,10,10,10,9,9,8,7,6,5,4,3,2,2,1,1,1,2,2,3,3,1,2,4,5,5,6,5,5,6,7,7,8,9,9,9,8,8,10,11,11,10,10,9,7,6,6,6,6,6,5,5,5,5,4,5,5,5,4,5,4,4,4,5,4,5,5,4,4,4,4,4,3,3,4,4,5,5,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,2,3,3,3,2,2,3,3,4,3,3,3,3,3,5,6,1
3,2,0,1,3,2,0,0,1,1,2,2,2,1,0,1,0,1,1,2,2,2,2,3,3,2,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,4,2,1,2,3,3,3,2,2,3,3,4,3,3,2,2,1,1,1,1,2,3,4,4,3,3,3,3,3,3,4,4,5,7,9,9,11,11,13,13,12,12,11,9,7,5,4,3,2,1,2,2,3,3,3,2,1,0,0,0,1,1,1,2,3,4,4,3,3,3,5,6,7,8,8,6,4,3,1,3,0,3,6,9,10,11,12,13,13,13,14,1
17,17,17,14,8,2,1,6,14,17,18,14,11,6,2,5,10,8,4,4,5,6,7,8,8,7,5,4,5,7,6,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,6,7,7,5,2,1,0,1,6,10,9,5,4,5,11,20,23,23,17,6,2,2,7,8,9,9,9,9,11,13,16,19,21,18,14,12,11,13,14,14,14,13,12,10,10,10,8,6,2,2,3,3,6,9,8,5,4,1,3,7,7,7,6,4,3,4,2,6,8,9,8,7,8,8,8,9,5,2,8,0,4,6,1,3,1,1,1,4,4,5,7,7,7,7,4,1,2,5,6,9,9,8,6,9,9,8,7,4,1
2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,5,5,6,5,6,5,5,4,3,2,2,4,6,9,12,15,17,19,20,19,16,14,12,11,11,12,13,13,13,11,9,7,5,5,3,4,5,6,7,7,7,6,5,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,2,2,3,3,4,4,5,6,6,6,6,5,5,4,3,2,2,2,2,2,3,2,2,1,0,0,0,1,2,2,2,2,2,0,0,0,1,0,0,1,3,3,4,5,5,5,6,6,5,1
6,5,5,5,4,4,4,3,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,5,5,6,7,9,10,11,13,12,13,13,14,14,14,14,14,12,11,10,9,9,8,8,7,6,6,6,6,5,5,5,6,6,7,7,6,5,5,5,5,5,5,4,4,4,3,3,3,2,1,1,1,1,1,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,3,4,3,3,3,3,3,4,4,5,5,6,1
3,3,2,2,2,2,2,2,2,1,1,1,1,2,1,0,1,0,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,2,3,3,3,2,1,1,2,4,5,6,6,6,6,5,5,4,3,1,1,2,3,2,1,2,2,3,3,2,1,0,2,3,2,2,2,1,2,2,2,2,2,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,6,4,3,3,3,2,2,3,4,5,6,6,5,3,3,2,3,3,4,4,8,12,17,16,14,27,35,23,13,20,26,31,31,29,25,1
4,4,4,4,4,4,4,3,4,4,5,5,5,4,4,3,2,1,1,2,2,3,3,3,4,4,5,4,4,4,4,4,4,5,5,4,4,3,3,3,3,3,4,4,4,4,5,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,6,6,6,6,5,5,4,4,4,6,8,12,15,17,20,22,24,26,27,27,27,27,27,26,25,23,21,18,14,10,8,9,11,18,17,18,23,22,21,20,20,19,17,16,12,7,2,0,5,2,0,4,5,6,7,7,9,9,9,8,7,7,7,1
1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1,2,2,2,2,2,3,3,4,5,4,4,4,4,5,4,3,5,4,4,4,5,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,3,0,1,2,3,3,5,6,6,7,8,9,9,8,8,8,9,9,11,12,12,11,10,8,5,4,2,1,1,1,2,0,0,0,1,2,3,3,3,4,4,4,3,2,2,2,1,1,0,3,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,3,3,4,3,3,3,3,3,2,2,2,1
3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,1,1,1,2,2,3,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,2,1,1,1,1,2,2,2,2,3,2,1,1,0,0,0,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,2,2,1,1,0,0,0,1,0,0,1,2,2,1,0,1,3,0,2,6,7,8,7,6,5,5,8,10,13,17,18,19,19,18,15,12,10,7,5,3,1,1,3,3,1,1,3,5,7,8,10,10,10,10,9,1
3,3,2,2,1,1,0,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,3,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,2,2,2,3,4,6,7,8,8,8,8,7,7,5,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,2,1,1,1,1,0,2,3,6,6,6,6,4,4,5,6,6,5,6,7,8,7,6,5,5,2,2,2,1,2,3,4,6,7,7,8,8,7,7,5,4,3,1,0,2,2,1,1,0,0,1
4,3,4,4,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,2,2,2,1,0,0,1,2,2,3,3,2,2,2,2,2,1,1,0,0,0,1,1,1,1,1,2,3,3,4,4,4,4,3,3,2,2,1,1,1,0,1,1,1,2,4,5,7,8,9,9,9,8,8,7,6,6,6,6,6,6,6,6,5,5,5,6,6,5,5,6,5,4,3,1,0,1,1,1,2,4,6,10,12,14,16,16,16,12,8,4,3,5,6,6,7,9,9,8,8,7,7,6,4,4,4,5,5,4,4,6,7,1
3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,4,3,4,4,4,3,3,3,2,2,2,3,3,2,2,1,1,1,1,1,2,2,3,4,4,5,5,4,5,5,6,6,6,6,5,4,4,3,3,3,3,3,4,5,5,5,5,5,4,4,4,3,3,3,2,2,2,3,3,3,2,2,3,4,4,5,5,5,5,4,5,4,3,2,1,0,1,1,2,2,2,3,3,4,4,4,6,7,8,8,6,5,3,2,4,5,5,5,6,6,6,7,7,8,7,8,8,9,10,8,7,6,4,2,2,3,3,4,4,3,1,2,2,3,4,4,3,2,2,1
0,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,3,2,3,3,3,3,4,4,3,3,3,3,3,4,3,3,2,3,4,4,4,3,3,3,2,1,0,1,1,2,3,4,5,5,5,5,4,4,4,3,3,2,1,1,1,1,0,0,1,1,2,2,3,4,3,3,4,4,5,5,5,5,5,5,5,3,3,3,3,2,2,2,3,3,3,6,8,10,11,11,11,11,11,9,8,6,5,5,3,2,3,4,4,3,2,2,4,5,5,5,5,5,4,4,2,1,0,3,3,2,1,2,2,3,2,2,2,3,3,3,3,1
1,2,2,1,2,2,2,2,3,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,2,2,4,4,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,4,4,5,4,5,5,4,4,5,5,5,5,5,6,6,5,4,3,2,4,2,3,3,3,3,3,2,2,2,2,2,2,2,3,3,5,6,6,5,5,3,2,3,2,1,1,1,1,1,2,4,1
10,10,9,9,8,6,5,2,0,1,3,3,2,2,2,3,3,3,2,1,0,0,1,1,1,1,1,1,2,2,2,2,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,2,3,3,4,4,4,4,3,4,3,3,2,1,1,1,1,2,3,3,3,3,4,4,4,2,1,0,1,2,3,4,4,4,5,6,7,8,9,9,9,9,9,8,8,8,8,8,7,7,6,6,5,5,5,3,3,2,1,1,2,4,5,5,5,4,3,1,2,4,5,6,7,9,12,15,17,17,17,14,12,6,2,0,2,3,3,5,2,1,3,4,5,3,0,2,5,1
5,4,4,4,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,4,5,6,6,7,7,7,6,5,4,3,3,2,1,0,0,1,2,1,1,1,1,1,1,1,0,0,0,0,1,1,2,3,3,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,6,7,7,5,4,4,4,6,8,8,8,9,9,9,8,6,5,5,5,5,5,1
4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,5,6,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,7,8,8,9,9,8,8,8,8,8,8,9,9,9,8,8,8,8,9,7,5,3,3,4,5,5,5,4,5,5,4,4,4,2,2,2,3,4,5,6,6,5,5,9,11,12,12,12,13,14,16,18,21,22,24,26,28,30,31,31,30,28,27,25,24,23,22,20,19,19,19,19,17,16,14,12,10,7,5,5,6,7,8,9,8,1
3,2,2,2,2,2,1,2,3,3,3,2,1,0,2,4,6,8,8,9,9,10,10,9,9,8,8,6,5,4,2,2,4,7,9,12,13,15,16,16,15,15,15,15,16,16,15,13,11,11,10,10,10,8,7,7,6,6,6,5,4,3,3,4,4,4,3,2,3,5,6,6,8,8,9,10,11,12,13,13,13,14,15,16,15,14,14,13,13,13,13,13,12,13,12,10,10,9,9,9,8,7,7,6,6,4,3,3,3,3,2,3,4,4,5,5,5,5,5,4,3,4,4,4,3,1,0,1,1,2,4,5,6,7,8,8,9,10,12,14,14,13,12,11,11,9,8,8,9,10,10,10,10,11,13,16,18,19,18,18,1
2,3,4,4,4,4,4,4,4,3,3,2,1,2,4,3,3,2,2,2,4,4,5,5,6,5,5,5,4,5,5,4,5,5,6,6,6,6,6,7,8,8,8,8,8,8,7,7,7,7,8,8,8,8,8,8,8,8,8,8,6,4,2,2,4,4,4,4,4,4,4,4,6,7,8,9,9,9,9,9,10,11,11,11,11,11,10,9,9,10,9,9,10,10,10,10,10,11,11,11,11,12,11,11,10,10,11,11,11,11,10,9,8,7,5,4,4,2,2,1,1,2,3,4,5,6,6,6,5,4,4,4,5,5,6,6,6,8,8,7,6,5,4,4,3,4,4,5,4,4,4,4,5,6,6,7,8,7,3,3,1
3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,2,3,2,2,2,1,1,0,1,1,0,1,1,1,1,1,3,2,3,2,1,1,0,1,1,1,2,2,2,2,5,5,5,5,4,5,6,6,7,7,7,7,6,6,6,7,7,7,7,6,5,4,2,2,3,3,4,4,5,5,6,5,5,5,5,7,10,11,12,13,13,11,8,6,3,3,6,8,9,9,7,6,5,4,3,4,5,6,5,6,3,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,1,1,1,1,1,2,3,2,2,3,2,3,3,3,3,4,3,3,3,4,4,3,3,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,2,3,3,4,4,4,4,4,3,3,2,1,1,2,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,2,0,0,2,5,6,8,9,10,11,13,14,14,15,16,16,15,15,13,13,11,9,7,5,4,5,6,5,1,7,9,9,0,1,1,6,13,8,4,2,0,4,5,5,1
4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,5,5,5,5,4,3,3,3,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,2,2,1,1,2,3,3,3,4,3,3,3,3,2,1,1,2,2,2,2,3,4,6,6,7,7,7,6,5,5,4,5,6,6,5,4,4,4,4,4,5,5,5,6,6,5,5,6,6,6,6,5,4,4,3,4,4,4,4,3,3,3,3,2,2,2,2,2,2,3,3,3,2,1,0,1,3,5,5,4,4,3,1
4,4,4,4,4,4,4,5,5,5,4,3,2,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,1,1,1,1,1,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,3,3,4,3,4,3,3,3,4,4,4,4,4,3,3,3,4,4,3,2,1,0,0,0,1,2,1,2,3,2,3,2,1,1,1,1,2,3,4,4,4,4,2,1,1,3,4,5,6,6,6,6,5,5,3,3,3,9,10,6,4,4,1,4,0,1,3,4,3,2,3,4,6,7,8,7,7,8,9,9,10,10,9,9,9,8,7,1
4,3,3,2,2,2,2,2,3,4,4,4,4,3,4,4,4,4,4,5,5,6,6,6,6,5,4,4,3,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,3,3,3,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,4,3,3,2,2,2,2,2,2,2,2,3,2,2,1,1,0,0,0,1,1,3,4,5,5,5,5,5,5,4,4,3,3,3,2,3,2,1,1,1,3,3,4,4,3,3,3,3,4,4,4,3,2,2,3,3,2,2,2,2,3,4,4,5,5,1
9,9,10,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,8,8,8,7,7,6,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,2,1,1,2,2,3,3,2,3,3,3,4,4,4,5,6,6,7,7,7,7,7,6,6,6,6,5,5,6,5,5,6,6,5,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,5,5,5,6,6,6,6,6,6,6,7,7,7,6,7,7,7,7,7,7,6,6,6,6,7,7,8,7,6,4,6,15,25,35,44,49,51,51,50,51,54,52,48,46,50,48,42,35,29,24,18,19,24,29,30,29,27,1
3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,5,5,5,5,5,4,4,4,4,3,2,3,2,3,4,4,5,5,4,4,4,5,4,3,2,1,1,2,1,1,1,1,1,0,0,1,1,2,2,2,2,2,2,1,1,2,4,5,3,1,0,2,4,4,5,5,5,6,6,7,9,10,10,11,11,11,11,10,9,8,7,6,6,6,6,5,5,4,3,3,3,2,2,1,0,0,0,1,1,1,2,2,3,2,2,2,3,5,4,3,2,2,2,3,3,4,3,2,2,2,2,3,3,2,2,1,1,1,2,1,3,5,7,9,10,11,11,12,12,12,12,1
1,5,9,11,14,15,16,14,10,8,8,9,7,5,4,4,6,4,2,1,0,2,4,5,6,6,5,4,4,4,4,6,6,6,5,6,7,7,7,6,6,5,4,4,4,3,3,4,4,4,4,4,4,4,5,6,7,7,7,7,7,7,6,6,5,5,4,4,4,4,5,6,6,6,6,6,6,7,7,7,8,8,7,6,5,4,4,4,5,6,7,6,4,2,1,1,1,1,2,2,2,2,2,1,2,3,5,5,2,1,4,5,8,8,9,11,12,11,10,5,2,7,9,14,18,15,18,13,11,9,3,8,2,2,6,9,7,10,12,14,19,21,27,29,31,28,22,13,8,1,7,6,2,5,12,16,16,16,14,10,1
6,6,6,6,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,8,7,8,8,9,9,9,9,9,9,9,8,8,8,9,9,10,10,10,11,11,11,12,11,12,11,10,9,9,8,8,7,6,6,7,6,7,7,6,6,6,6,3,2,5,6,7,7,6,5,5,5,6,6,5,5,5,6,7,7,8,8,8,9,9,10,9,9,8,7,6,5,4,3,3,3,2,3,3,3,4,5,7,7,9,9,9,8,7,8,6,5,4,5,5,5,5,4,2,0,1,1,1,1,0,0,0,1,1,1,2,3,4,4,5,5,6,7,7,6,2,5,13,24,37,50,65,76,84,90,87,75,60,45,30,25,25,25,22,17,1
3,3,2,2,2,1,1,1,0,0,0,0,1,2,2,1,0,1,2,3,4,5,7,9,11,12,13,13,13,13,14,14,14,14,14,14,13,13,12,11,11,9,7,6,4,3,2,2,2,2,3,3,3,3,3,3,3,3,4,5,6,6,6,5,5,5,5,5,4,3,3,2,1,0,1,1,2,1,1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,5,5,6,7,8,9,9,10,10,10,10,9,9,8,8,9,10,10,9,8,6,5,4,3,3,4,3,3,3,3,1,2,2,4,5,5,6,6,7,7,7,7,6,5,5,4,4,5,6,7,7,6,7,6,6,6,7,7,1
